Date,trading_days,UPPER_BAND,LOWER_BAND,Asset_price,Cost_Basis,Stocks,BUY_Signal,SELL_Signal,starting_cash,ending_cash
2013-01-02,755,19.555929420269255,17.874670579730743,19.608,21.170803015957446,188.0,False,True,7591.629412999994,7591.629412999994
2013-01-03,756,19.657209542892126,17.83199045710787,19.361,0.0,0.0,False,False,7591.629412999994,11229.489478999994
2013-01-04,757,19.66034793175681,17.83365206824319,18.821,0.0,0.0,False,False,11229.489478999994,11229.489478999994
2013-01-07,758,19.66514830940934,17.84445169059066,18.711000000000002,0.0,0.0,False,False,11229.489478999994,11229.489478999994
2013-01-08,759,19.674836619433698,17.8773633805663,18.761,0.0,0.0,False,False,11229.489478999994,11229.489478999994
2013-01-09,760,19.67721452230153,17.85318547769847,18.468,0.0,0.0,False,False,11229.489478999994,11229.489478999994
2013-01-10,761,19.662950787814424,17.94264921218557,18.697,0.0,0.0,False,False,11229.489478999994,11229.489478999994
2013-01-11,762,19.649788328757296,17.993211671242705,18.582,0.0,0.0,False,False,11229.489478999994,11229.489478999994
2013-01-14,763,19.72736615743371,17.859633842566293,17.92,0.0,0.0,False,False,11229.489478999994,11229.489478999994
2013-01-15,764,19.91348603927819,17.343113960721816,17.354,0.0,0.0,False,False,11229.489478999994,11229.489478999994
2013-01-16,765,19.59604157916744,17.353958420832562,18.075,0.0,0.0,False,False,11229.489478999994,11229.489478999994
2013-01-17,766,19.30416989644009,17.36423010355991,17.953,0.0,0.0,False,False,11229.489478999994,11229.489478999994
2013-01-18,767,19.184069775956566,17.291530224043434,17.857,0.0,0.0,False,False,11229.489478999994,11229.489478999994
2013-01-22,768,19.06098029204863,17.27801970795137,18.028,0.0,0.0,False,False,11229.489478999994,11229.489478999994
2013-01-23,769,18.934067856648944,17.324332143351057,18.358,0.0,0.0,False,False,11229.489478999994,11229.489478999994
2013-01-24,770,19.372927348559685,16.409672651440317,16.089,0.0,0.0,True,False,11229.489478999994,11229.489478999994
2013-01-25,771,19.496507607468857,15.688692392531147,15.71,15.718855,69.0,False,False,11229.489478999994,10144.888483999996
2013-01-28,772,19.327193577943042,15.354606422056955,16.065,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-01-29,773,19.21307882849612,15.15812117150388,16.367,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-01-30,774,19.176205202773303,14.987194797226694,16.315,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-01-31,775,18.92528982851075,14.876510171489253,16.267,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-01,776,18.645982629661,14.805417370338994,16.201,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-04,777,18.339971786788386,14.699428213211617,15.797,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-05,778,17.83184743958438,14.872152560415621,16.351,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-06,779,16.618174386363098,15.6810256136369,16.334,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-07,780,16.800896560836506,15.624903439163498,16.722,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-08,781,16.981868558033167,15.694731441966836,16.964,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-11,782,17.230196045091734,15.661403954908263,17.14,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-12,783,17.27927212857581,15.6811278714242,16.711000000000002,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-13,784,17.31538863843253,15.717811361567477,16.679000000000002,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-14,785,17.339259655552077,15.77334034444793,16.664,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-15,786,17.32870269285622,15.830497307143773,16.434,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-19,787,17.173235201471115,16.11216479852888,16.428,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-20,788,17.247715164890405,15.97348483510959,16.03,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-21,789,17.32525933665331,15.815340663346698,15.931000000000001,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-22,790,17.308627298444943,15.707572701555062,16.1,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-25,791,17.232035542484905,15.55416445751509,15.814,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-26,792,16.959800905689487,15.605399094310508,16.035,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-27,793,16.84668456867069,15.551715431329313,15.877,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-02-28,794,16.710932072533726,15.504467927466274,15.764000000000001,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-03-01,795,16.60451008833884,15.35288991166116,15.374,15.718855,69.0,False,False,10144.888483999996,10144.888483999996
2013-03-04,796,16.630699066621407,15.040300933378596,15.002,15.718855,69.0,True,False,10144.888483999996,10144.888483999996
2013-03-05,797,16.449601728410194,15.015398271589802,15.398,15.565072264705885,136.0,False,False,10144.888483999996,9112.639650999996
2013-03-06,798,16.404357862139452,14.895042137860546,15.202,15.565072264705885,136.0,False,False,9112.639650999996,9112.639650999996
2013-03-07,799,16.33841445625143,14.850385543748573,15.378,15.565072264705885,136.0,False,False,9112.639650999996,9112.639650999996
2013-03-08,800,16.184331441329196,14.868268558670806,15.419,15.565072264705885,136.0,False,False,9112.639650999996,9112.639650999996
2013-03-11,801,16.14146118015497,14.87593881984503,15.638,15.565072264705885,136.0,False,False,9112.639650999996,9112.639650999996
2013-03-12,802,15.957322604874538,14.913277395125458,15.301,15.565072264705885,136.0,False,False,9112.639650999996,9112.639650999996
2013-03-13,803,15.800809651913289,14.95399034808671,15.298,15.565072264705885,136.0,False,False,9112.639650999996,9112.639650999996
2013-03-14,804,15.677934770976496,15.013265229023503,15.446,15.565072264705885,136.0,False,False,9112.639650999996,9112.639650999996
2013-03-15,805,15.852126744251283,14.933273255748716,15.845,15.565072264705885,136.0,False,False,9112.639650999996,9112.639650999996
2013-03-18,806,16.16651881848295,14.873681181517057,16.276,15.565072264705885,136.0,False,True,9112.639650999996,9112.639650999996
2013-03-19,807,16.38167921386329,14.825320786136711,16.232,0.0,0.0,False,False,9112.639650999996,11318.951874999995
2013-03-20,808,16.488541624111566,14.90725837588843,16.146,0.0,0.0,False,False,11318.951874999995,11318.951874999995
2013-03-21,809,16.583511830870034,14.970488169129968,16.169,0.0,0.0,False,False,11318.951874999995,11318.951874999995
2013-03-22,810,16.763578343939916,15.006021656060089,16.497,0.0,0.0,False,False,11318.951874999995,11318.951874999995
2013-03-25,811,16.92946524638995,15.02373475361005,16.556,0.0,0.0,False,False,11318.951874999995,11318.951874999995
2013-03-26,812,16.960705508136805,15.226094491863192,16.469,0.0,0.0,False,False,11318.951874999995,11318.951874999995
2013-03-27,813,16.841755272754273,15.514644727245722,16.146,0.0,0.0,False,False,11318.951874999995,11318.951874999995
2013-03-28,814,16.721211620812735,15.707788379187267,15.809000000000001,0.0,0.0,False,False,11318.951874999995,11318.951874999995
2013-04-01,815,16.897285206437825,15.426314793562174,15.318,0.0,0.0,True,False,11318.951874999995,11318.951874999995
2013-04-02,816,16.95797983775511,15.180420162244891,15.35,15.358675000000002,73.0,False,False,11318.951874999995,10197.768599999996
2013-04-03,817,16.954278257997906,15.023321742002096,15.428,15.358675000000002,73.0,False,False,10197.768599999996,10197.768599999996
2013-04-04,818,16.95694940490277,14.84665059509723,15.276,15.358675000000002,73.0,False,False,10197.768599999996,10197.768599999996
2013-04-05,819,16.939967803360947,14.65263219663906,15.114,15.358675000000002,73.0,False,False,10197.768599999996,10197.768599999996
2013-04-08,820,16.74773437139512,14.589865628604883,15.222,15.358675000000002,73.0,False,False,10197.768599999996,10197.768599999996
2013-04-09,821,16.44179781084903,14.634402189150967,15.249,15.358675000000002,73.0,False,False,10197.768599999996,10197.768599999996
2013-04-10,822,16.075702134708653,14.818697865291348,15.56,15.358675000000002,73.0,False,False,10197.768599999996,10197.768599999996
2013-04-11,823,15.786273242726905,14.981326757273093,15.512,15.358675000000002,73.0,False,False,10197.768599999996,10197.768599999996
2013-04-12,824,15.607669366517236,15.068130633482763,15.35,15.358675000000002,73.0,False,False,10197.768599999996,10197.768599999996
2013-04-15,825,15.65232845603184,14.958871543968163,14.995000000000001,15.358675000000002,73.0,False,False,10197.768599999996,10197.768599999996
2013-04-16,826,15.64169787206283,14.944102127937176,15.223,15.358675000000002,73.0,False,False,10197.768599999996,10197.768599999996
2013-04-17,827,15.845078650881742,14.53232134911826,14.386000000000001,15.358675000000002,73.0,True,False,10197.768599999996,10197.768599999996
2013-04-18,828,16.05185587087924,14.070744129120758,14.002,14.698484930069931,143.0,True,False,10197.768599999996,9217.068529999997
2013-04-19,829,16.157301629188712,13.732098370811293,13.948,14.466450264423077,208.0,False,False,9217.068529999997,8309.930219999997
2013-04-22,830,16.117189469798394,13.575410530201605,14.238,14.466450264423077,208.0,False,False,8309.930219999997,8309.930219999997
2013-04-23,831,16.024998364499414,13.518801635500584,14.505,14.466450264423077,208.0,False,False,8309.930219999997,8309.930219999997
2013-04-24,832,15.795404633384733,13.532595366615263,14.481,14.466450264423077,208.0,False,False,8309.930219999997,8309.930219999997
2013-04-25,833,15.533098338761535,13.60950166123847,14.585,14.466450264423077,208.0,False,False,8309.930219999997,8309.930219999997
2013-04-26,834,15.35971228959288,13.692887710407122,14.9,14.466450264423077,208.0,False,False,8309.930219999997,8309.930219999997
2013-04-29,835,15.511921695103846,13.613878304896152,15.361,14.466450264423077,208.0,False,False,8309.930219999997,8309.930219999997
2013-04-30,836,15.799763605784756,13.444236394215244,15.814,14.466450264423077,208.0,False,True,8309.930219999997,8309.930219999997
2013-05-01,837,16.091295992027856,13.413304007972142,15.689,0.0,0.0,False,False,8309.930219999997,11571.402563999996
2013-05-02,838,16.349417242581435,13.536982757418565,15.911,0.0,0.0,False,False,11571.402563999996,11571.402563999996
2013-05-03,839,16.534719183290154,13.776280816709846,16.071,0.0,0.0,False,False,11571.402563999996,11571.402563999996
2013-05-06,840,16.812104126978195,13.94209587302181,16.454,0.0,0.0,False,False,11571.402563999996,11571.402563999996
2013-05-07,841,16.98340082978916,14.145999170210844,16.381,0.0,0.0,False,False,11571.402563999996,11571.402563999996
2013-05-08,842,17.093482057407094,14.452917942592904,16.566,0.0,0.0,False,False,11571.402563999996,11571.402563999996
2013-05-09,843,17.00073366833107,14.891266331668934,16.313,0.0,0.0,False,False,11571.402563999996,11571.402563999996
2013-05-10,844,16.833587155365116,15.313812844634883,16.177,0.0,0.0,False,False,11571.402563999996,11571.402563999996
2013-05-13,845,16.735893966453073,15.587506033546932,16.241,0.0,0.0,False,False,11571.402563999996,11571.402563999996
2013-05-14,846,16.72988619559463,15.601113804405374,15.852,0.0,0.0,False,False,11571.402563999996,11571.402563999996
2013-05-15,847,16.85769955448924,15.39870044551076,15.316,0.0,0.0,True,False,11571.402563999996,11571.402563999996
2013-05-16,848,16.906699602446384,15.271700397553612,15.521,15.529760500000002,75.0,False,False,11571.402563999996,10406.670526499995
2013-05-17,849,16.93532963814027,15.123670361859732,15.474,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-05-20,850,16.827516492393887,15.104483507606114,15.819,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-05-21,851,16.720384324982003,15.075815675017996,15.702,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-05-22,852,16.49400765517214,15.141392344827855,15.762,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-05-23,853,16.345643468845804,15.185356531154195,15.791,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-05-24,854,16.25301327538631,15.22218672461369,15.898,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-05-28,855,16.06872141748424,15.311478582515754,15.766,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-05-29,856,16.0807494164328,15.3072505835672,15.891,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-05-30,857,16.15000756544007,15.400392434559933,16.128,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-05-31,858,16.197146646791236,15.461453353208764,16.062,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-06-03,859,16.197876853697945,15.58532314630206,16.097,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-06-04,860,16.230446691346568,15.598353308653435,16.047,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-06-05,861,16.21368475853969,15.654115241460312,15.897,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-06-06,862,16.237066921877112,15.610133078122887,15.659,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-06-07,863,16.238206128995483,15.606593871004517,15.779,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-06-10,864,16.252891345320904,15.547308654679096,15.675,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-06-11,865,16.271497044046477,15.501302955953523,15.629,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-06-12,866,16.319975959330183,15.361624040669819,15.435,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-06-13,867,16.245113029591643,15.324886970408357,15.57,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-06-14,868,16.200800172575345,15.22859982742466,15.359,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-06-17,869,16.081237897411864,15.21456210258814,15.429,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-06-18,870,15.93534511277469,15.23505488722531,15.42,15.529760500000002,75.0,False,False,10406.670526499995,10406.670526499995
2013-06-19,871,15.897721022565984,15.11467897743402,15.107000000000001,15.529760500000002,75.0,True,False,10406.670526499995,10406.670526499995
2013-06-20,872,15.964562839968904,14.8934371600311,14.887,15.228127241258745,143.0,True,False,10406.670526499995,9393.780368499994
2013-06-21,873,15.945267493655296,14.710532506344704,14.768,15.089972754854372,206.0,False,False,9393.780368499994,8462.868176499995
2013-06-24,874,16.00751727728457,14.388482722715432,14.376,15.089972754854372,206.0,True,False,8462.868176499995,8462.868176499995
2013-06-25,875,15.967981469494394,14.178218530505607,14.38,14.935793210227274,264.0,False,False,8462.868176499995,7628.353156499995
2013-06-26,876,15.952501966527123,13.950098033472877,14.217,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-06-27,877,15.840597452209165,13.760802547790837,14.064,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-06-28,878,15.710795664736997,13.651204335263005,14.162,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-01,879,15.48520598211369,13.71399401788631,14.615,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-02,880,15.279184517640429,13.82521548235957,14.946,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-03,881,15.246164886237231,13.842635113762768,15.029,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-05,882,15.252931564665362,13.840068435334635,14.908,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-08,883,15.266901702644809,13.837098297355194,14.823,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-09,884,15.397930555311671,13.847669444688332,15.084,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-10,885,15.48007434815454,13.894725651845464,15.026,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-11,886,15.583760070673655,13.999639929326346,15.26,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-12,887,15.55499183163156,14.262208168368444,15.233,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-15,888,15.434554248363957,14.603445751636043,15.266,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-16,889,15.451826683988651,14.735973316011348,15.364,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-17,890,15.515396951975331,14.756803048024667,15.368,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-18,891,15.584828341033402,14.765571658966595,15.42,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-19,892,15.566584963872156,14.83761503612784,15.177,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-22,893,15.491349838831955,14.993250161168046,15.225,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-23,894,15.521283084655373,14.939316915344627,14.964,14.935793210227274,264.0,False,False,7628.353156499995,7628.353156499995
2013-07-24,895,15.696246196130408,14.905753803869596,15.733,14.935793210227274,264.0,False,True,7628.353156499995,7628.353156499995
2013-07-25,896,15.794890406832641,14.88730959316736,15.661,0.0,0.0,False,False,7628.353156499995,11760.525904499995
2013-07-26,897,15.905794520221978,14.879805479778021,15.75,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-07-29,898,16.092105138823488,14.838894861176515,15.993,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-07-30,899,16.316878800725178,14.77932119927482,16.19,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-07-31,900,16.473717860049447,14.781282139950553,16.162,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-01,901,16.64857784605746,14.784422153942543,16.31,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-02,902,16.823115114832937,14.878284885167062,16.519000000000002,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-05,903,17.023815995949032,14.985784004050968,16.766000000000002,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-06,904,16.945679200586312,15.394320799413686,16.616,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-07,905,17.010571413384458,15.504028586615538,16.606,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-08,906,16.970019926057123,15.705380073942873,16.465,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-09,907,16.876858313468162,15.89454168653184,16.23,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-12,908,16.89421352333334,16.01678647666666,16.691,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-13,909,17.331766064812502,15.838233935187493,17.485,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-14,910,17.75852311751765,15.739876882482346,17.804000000000002,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-15,911,18.041292115247355,15.751507884752652,17.782,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-16,912,18.319818158078714,15.757181841921291,17.94,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-19,913,18.610216660375166,15.740383339624833,18.134,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-20,914,18.744539747133434,15.861860252866569,17.895,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-21,915,18.837773255282062,16.03562674471794,17.941,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-22,916,18.838192986851542,16.33480701314846,17.963,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-23,917,18.57013895594319,16.93566104405681,17.894000000000002,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-26,918,18.218357561301705,17.541842438698293,17.963,0.0,0.0,False,False,11760.525904499995,11760.525904499995
2013-08-27,919,18.23325133923452,17.51994866076548,17.45,0.0,0.0,True,False,11760.525904499995,11760.525904499995
2013-08-28,920,18.26694861327089,17.431851386729107,17.532,17.541766000000003,67.0,False,False,11760.525904499995,10585.227582499996
2013-08-29,921,18.282408338750237,17.372191661249765,17.561,17.541766000000003,67.0,False,False,10585.227582499996,10585.227582499996
2013-08-30,922,18.292376085940173,17.25442391405983,17.401,17.541766000000003,67.0,False,False,10585.227582499996,10585.227582499996
2013-09-03,923,18.192199542832174,17.21760045716783,17.449,17.541766000000003,67.0,False,False,10585.227582499996,10585.227582499996
2013-09-04,924,18.17178167122149,17.221018328778513,17.81,17.541766000000003,67.0,False,False,10585.227582499996,10585.227582499996
2013-09-05,925,18.114477391294496,17.22772260870551,17.688,17.541766000000003,67.0,False,False,10585.227582499996,10585.227582499996
2013-09-06,926,18.059364219106826,17.249035780893173,17.794,17.541766000000003,67.0,False,False,10585.227582499996,10585.227582499996
2013-09-09,927,18.137861269457517,17.207138730542482,18.077,17.541766000000003,67.0,False,False,10585.227582499996,10585.227582499996
2013-09-10,928,18.061312498154013,17.22428750184599,17.666,17.541766000000003,67.0,False,False,10585.227582499996,10585.227582499996
2013-09-11,929,18.29318754012282,16.843212459877183,16.704,17.541766000000003,67.0,True,False,10585.227582499996,10585.227582499996
2013-09-12,930,18.349085623999418,16.65731437600058,16.882,17.2266085,130.0,False,False,10585.227582499996,9521.066799499995
2013-09-13,931,18.423715309644347,16.39128469035565,16.604,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-09-16,932,18.59507541872088,15.954924581279117,16.076,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-09-17,933,18.61338657388514,15.699013426114863,16.261,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-09-18,934,18.451623301144732,15.61797669885526,16.596,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-09-19,935,18.29452949749361,15.611070502506397,16.868000000000002,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-09-20,936,18.05177569839297,15.633624301607032,16.693,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-09-23,937,17.775635098368298,15.798964901631708,17.523,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-09-24,938,17.682834183053743,15.852165816946254,17.468,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-09-25,939,17.769563377647692,15.864236622352307,17.198,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-09-26,940,17.879513911523997,15.850886088476004,17.365000000000002,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-09-27,941,17.950292709327154,15.907507290672843,17.241,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-09-30,942,17.851054210234533,16.19694578976547,17.027,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-01,943,17.801685437409986,16.479514562590012,17.427,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-02,944,17.797361814052863,16.661438185947134,17.484,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-03,945,17.777125764875933,16.76107423512407,17.265,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-04,946,17.636171871163743,17.013628128836256,17.251,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-07,947,17.602691343539203,17.026508656460802,17.42,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-08,948,17.56340431651325,17.00739568348675,17.176000000000002,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-09,949,17.579556477381935,17.027243522618065,17.378,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-10,950,17.613754620587667,17.017445379412326,17.487000000000002,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-11,951,17.693030216655696,17.0099697833443,17.6,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-14,952,17.748718544506197,17.092081455493805,17.716,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-15,953,17.869450045648207,17.0479499543518,17.81,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-16,954,17.996216798497503,17.003783201502497,17.897000000000002,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-17,955,18.137208691673106,17.0133913083269,18.018,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-18,956,18.29291466535725,17.04248533464275,18.175,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-21,957,18.62596012934199,16.94943987065801,18.62,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-22,958,18.775504529137073,17.078095470862927,18.567,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-23,959,18.960198784508332,17.16760121549167,18.749,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-24,960,19.184984280416455,17.244815719583546,18.997,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-25,961,19.25777705337787,17.408822946622134,18.784,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-28,962,19.334736360820965,17.573463639179028,18.924,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-29,963,19.275209795567335,17.76159020443267,18.453,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-30,964,19.229504120075873,17.97709587992413,18.746,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-10-31,965,19.140484568433433,18.19611543156657,18.668,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-01,966,19.04246699730818,18.373733002691818,18.573,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-04,967,19.061232860850136,18.39336713914987,18.812,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-05,968,19.061836721739002,18.432563278260996,18.766000000000002,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-06,969,19.060074810678323,18.40532518932168,18.604,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-07,970,19.033144471816644,18.293455528183355,18.303,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-08,971,19.00590852128373,18.282091478716268,18.591,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-11,972,18.912816763802283,18.297983236197723,18.538,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-12,973,18.90721194065325,18.327388059346756,18.572,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-13,974,18.877602692061863,18.326597307938137,18.594,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-14,975,18.941809931138934,18.301390068861068,18.863,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-15,976,18.96704929443097,18.311550705569026,18.75,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-18,977,18.921011084092246,18.29958891590776,18.522000000000002,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-19,978,18.881000236082453,18.297399763917543,18.555,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-20,979,18.88461217283946,18.25158782716054,18.393,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-21,980,18.855043399099102,18.342956600900898,18.612000000000002,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-22,981,18.85328603507238,18.33931396492762,18.564,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-25,982,18.874807393155944,18.351192606844055,18.705000000000002,17.2266085,130.0,False,False,9521.066799499995,9521.066799499995
2013-11-26,983,19.038313266875043,18.28328673312496,19.05,17.2266085,130.0,False,True,9521.066799499995,9521.066799499995
2013-11-27,984,19.39658240157142,18.106017598428583,19.499,0.0,0.0,False,False,9521.066799499995,12054.539364499995
2013-11-29,985,19.806501962321374,17.895498037678625,19.86,0.0,0.0,False,False,12054.539364499995,12054.539364499995
2013-12-02,986,20.031000981414554,17.858399018585448,19.687,0.0,0.0,False,False,12054.539364499995,12054.539364499995
2013-12-03,987,20.419418451231227,17.810781548768777,20.226,0.0,0.0,False,False,12054.539364499995,12054.539364499995
2013-12-04,988,20.673086455779632,17.881913544220367,20.179000000000002,0.0,0.0,False,False,12054.539364499995,12054.539364499995
